CMS_Certification_Number_|CCN|,Provider_Name,City,ZIP,Phone,Type_of_Ownership,Offers_Nursing_Care_Services,Offers_Physical_Therapy_Services,Offers_Occupational_Therapy_Services,Offers_Speech_Pathology_Services,Offers_Medical_Social_Services,Offers_Home_Health_Aide_Services,Date_Certified,Quality_of_patient_care_star_rating,How_often_the_home_health_team_began_their_patients'_care_in_a_timely_manner,How_often_the_home_health_team_taught_patients_|or_their_family_caregivers|_about_their_drugs,How_often_the_home_health_team_determined_whether_patients_received_a_flu_shot_for_the_current_flu_season,How_often_patients_got_better_at_walking_or_moving_around,How_often_patients_got_better_at_getting_in_and_out_of_bed,How_often_patients_got_better_at_bathing,How_often_patients'_breathing_improved,How_often_patients_got_better_at_taking_their_drugs_correctly_by_mouth,How_often_home_health_patients_had_to_be_admitted_to_the_hospital,Changes_in_skin_integrity_post-acute_care:_pressure_ulcer/injury,How_often_physician-recommended_actions_to_address_medication_issues_were_completely_timely,DTC_Numerator,DTC_Denominator,DTC_Observed_Rate,DTC_Risk-Standardized_Rate,DTC_Risk-Standardized_Rate_|Lower_Limit|,DTC_Risk-Standardized_Rate_|Upper_Limit|,DTC_Performance_Categorization,PPR_Numerator,PPR_Denominator,PPR_Observed_Rate,PPR_Risk-Standardized_Rate,PPR_Risk-Standardized_Rate_|Lower_Limit|,PPR_Risk-Standardized_Rate_|Upper_Limit|,PPR_Performance_Categorization
398306,365 HEALTH SERVICES  LLC,BALA CYNWYD,19004,2153095654,PROPRIETARY,Yes,No,No,No,No,Yes,4/11/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
398307,CARESENSE HEALTH  LLC,READING,19606,8884448157,PROPRIETARY,Yes,Yes,No,No,No,No,5/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
398308,WORTHINGTON HOME HEALTH CARE,DOUGLASSVILLE,19518,6104894663,PROPRIETARY,Yes,No,No,No,No,Yes,5/31/2019,,,,,,,,,,,,,,7,,,,,Not Available,,,,,,,
398309,ALL IN YOUR HOME  HOME CARE  LLC,NORTH EAST,16428,8147251217,PROPRIETARY,Yes,No,No,No,No,Yes,5/29/2019,,,,,,,,,,,,,,3,,,,,Not Available,,,,,,,
398310,JAISOHN HOME HEALTH CARE  INC,PHILADELPHIA,19126,2155495400,VOLUNTARY NON-PROFIT - PRIVATE,Yes,No,Yes,No,No,Yes,6/5/2019,2,84.9,95.3,65.2,72.3,85.4,67.6,52.3,61.4,,0,91.9,,,,,,,,,,,,,,
398311,BAYADA HOME HEALTH CARE  INC,MONROEVILLE,15146,4122294567,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,No,8/21/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
398312,C & OPD  LLC,LEMOYNE,17043,7175475407,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,10/8/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
398313,DONGY HOMECARE AND RESIDENTIAL SERVICES,STROUDSBURG,18360,5702692423,PROPRIETARY,Yes,No,No,No,No,Yes,10/8/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
398314,HOSANA HOME HEALTH CARE SERVICES  LLC,WOODLYN,19094,4847686963,PROPRIETARY,Yes,No,No,No,No,Yes,10/11/2019,,85.7,76.2,,,,,,,,,90.5,,,,,,,,,,,,,,
398315,BAYADA HOME HEALTH CARE  INC.,ERIE,16505,8148331001,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,No,11/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
398316,PREFERRED HOME HEALTH CARE & NURSING SERVICES  INC,PITTSBURGH,15237,4123641451,PROPRIETARY,Yes,No,No,No,No,Yes,10/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,
398317,SILVERCARE HOMECARE SERVICES  LLC,UPPER DARBY,19082,4846522026,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,2/3/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
398318,RRB HOME HEALTHCARE  LLC,BENSALEM,19020,2673540203,PROPRIETARY,Yes,No,Yes,No,No,Yes,3/4/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
398319,VALLEY MED HOME HEALTH CARE  LLC,ALLENTOWN,18104,4846567176,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,8/5/2020,3,99.1,100,91,77.9,80.5,80,87.3,60.4,,0,94.4,,,,,,,,,,,,,,
398320,CITIZENS HOME CARE AGENCY  LLC,PHILADELPHIA,19151,2152001520,PROPRIETARY,Yes,No,No,No,No,Yes,8/6/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
398321,A BLESSING HAND HOME HEALTH  LLC,SCRANTON,18504,5709044142,PROPRIETARY,Yes,Yes,Yes,No,No,No,1/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,
398322,COMFORCARE HOME CARE - YORK,YORK,17403,7177189393,PROPRIETARY,Yes,No,No,No,No,Yes,1/14/2021,,,,,,,,,,,,,,,,,,,,,,,,,,
398323,PEACE IN THE VALLEY HEALTH CARE AGENCY  LLC,UPPER DARBY,19082,2675971862,PROPRIETARY,Yes,No,No,No,No,No,2/25/2021,,,,,,,,,,,,,,,,,,,,,,,,,,
398324,NORTHWELL HOME HEALTHCARE  INC.,MONTGOMERYVILLE,18936,2157646802,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,6/1/2021,,,,,,,,,,,,,,,,,,,,,,,,,,
398325,MAGNUS HOME HEALTH  LLC,CORRY,16407,8144621101,PROPRIETARY,Yes,No,No,No,Yes,Yes,6/2/2021,,,,,,,,,,,,,,,,,,,,,,,,,,
407001,HOME CARE GREGORIA AUFFANT,SAN JUAN,918,7877538095,VOLUNTARY NON-PROFIT - PRIVATE,Yes,No,No,No,No,No,1/13/1967,3,63.9,98,51.2,77.5,85.3,83.9,,70.8,5.6,0,97.3,76,92,82.61,79.87,72.86,85.86,Same As National Rate,1,34,2.94,3.45,2.41,4.8,Same As National Rate
407002,SAINT LUKES HCP,PONCE,716,7878434185,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,Yes,Yes,No,No,Yes,No,10/28/1967,3.5,87.3,93.8,25.6,87,82.1,88.6,98,82.8,17.1,0.4,75.9,214,322,66.46,74.12,68.68,79.14,Same As National Rate,3,163,1.84,3.14,2.3,4.4,Same As National Rate
407003,HOSPITAL METROPOLITANO  DR PILA HOME CARE,PONCE,717,7878485600,PROPRIETARY,No,Yes,No,No,Yes,Yes,8/10/1970,3,81.8,100,31.9,80.3,81.6,81.9,80.1,88.4,,2.2,98.2,41,48,85.42,96.37,83.3,105.51,Better Than National Rate,2,47,4.26,3.48,2.53,4.84,Same As National Rate
407005,RYDER HOMECARE PROGRAM,HUMACAO,791,7878520768,VOLUNTARY NON-PROFIT - PRIVATE,Yes,No,No,No,No,No,4/15/1974,3.5,77.6,100,31.2,93.1,90.5,92.9,100,66.7,21.3,0,89.3,87,119,73.11,72.9,65.44,79.52,Same As National Rate,5,92,5.43,3.77,2.64,5.25,Same As National Rate
407007,SERVICIOS DE SALUD EN EL HOGAR MENONITA,CAGUAS,725,7877431121,VOLUNTARY NON-PROFIT - PRIVATE,Yes,Yes,No,No,Yes,Yes,5/10/1976,3.5,71.6,100,20.1,86.2,83.9,90,98.4,76.8,17.8,0.1,93.3,65,101,64.36,67.8,58.83,75.3,Worse Than National Rate,11,108,10.19,4.21,2.97,5.96,Same As National Rate
407008,SALUD INTEGRAL EN LA MONTANA INC,NARANJITO,719,7878695900,VOLUNTARY NON-PROFIT - PRIVATE,No,No,No,No,Yes,No,7/1/1976,2,90.5,98.1,23.3,79.1,76.9,77.9,,61.1,,1.8,92.3,36,54,66.67,71.68,59.71,82.87,Same As National Rate,,19,,,,,Not Available
407009,METRO PAVIA AT HOME SAN JUAN,SAN JUAN,917,7877752325,PROPRIETARY,No,No,No,Yes,Yes,Yes,4/5/1977,4.5,99.4,99.8,19.7,94.9,97.4,98.4,89,92.2,26.9,0.3,99.1,42,61,68.85,81.46,69.29,93.99,Same As National Rate,3,50,6,3.59,2.59,4.98,Same As National Rate
407010,VISITING HEALTH SERVICES PROGRAM HOSPITAL DAMAS,PONCE,717,7878408095,VOLUNTARY NON-PROFIT - PRIVATE,No,No,No,No,Yes,Yes,7/15/1977,4,94.8,100,33.5,92.2,98.3,88.7,,59.5,4.3,0,98.1,45,62,72.58,76.28,66.18,86.11,Same As National Rate,3,55,5.45,3.66,2.53,5.18,Same As National Rate
407011,CONDADO HOME CARE PROGRAM INC,HATO REY,917,7877588180,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,2/24/1976,4.5,98.4,99.3,51.3,89.3,93.8,90.5,100,82.2,10.9,0.1,99.5,586,732,80.05,95.04,92,98.31,Better Than National Rate,37,569,6.5,4.22,3.32,5.27,Same As National Rate
407012,NAZARENO HOME CARE,LUQUILLO,773,7876555353,VOLUNTARY NON-PROFIT - PRIVATE,No,No,No,No,No,Yes,8/9/1978,4,99.2,99.2,46.3,91.6,92.2,93.1,,85,20.2,0.4,100,101,133,75.94,86.02,77.92,92.97,Same As National Rate,5,99,5.05,3.59,2.6,4.89,Same As National Rate
407013,CUIDADO CASERO GUAYNABO,GUAYNABO,970,7877209351,VOLUNTARY NON-PROFIT - PRIVATE,Yes,No,No,No,No,No,1/7/1978,3,98.9,100,41,86.4,79,84.2,,61,22.8,1.2,93.4,142,168,84.52,92.76,86.63,98.31,Better Than National Rate,6,127,4.72,3.59,2.6,4.79,Same As National Rate
407014,PROGRAMA DE SALUD EN EL HOGAR  LAS VEGAS,MANATI,674,7878541426,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,6/15/1978,4.5,95,100,22.8,100,96.5,100,100,100,16.6,0,99,279,377,74.01,87.21,82.75,92.06,Better Than National Rate,9,221,4.07,3.48,2.49,4.66,Same As National Rate
407017,METRO PAVIA AT HOME  HUMACAO,LAS PIEDRAS,771,7878523785,PROPRIETARY,No,No,No,No,Yes,Yes,8/13/1980,5,98.2,100,34.5,96.8,100,100,100,100,,1.6,99.4,20,28,71.43,79.27,63.02,92.09,Same As National Rate,0,20,0,3.43,2.33,4.93,Same As National Rate
407019,AMERICARE HOMEHEALTH SERVICES,CEIBA,735,7878852777,VOLUNTARY NON-PROFIT - PRIVATE,No,No,No,No,No,No,9/24/1981,3,100,100,30.9,78,75.5,81.2,,78.7,19.7,2.9,100,115,140,82.14,89.92,82.83,95.72,Better Than National Rate,2,96,2.08,3.36,2.39,4.61,Same As National Rate
407020,FIRST HOME CARE CENTER INC.,MAYAGUEZ,680,7878342295,VOLUNTARY NON-PROFIT - PRIVATE,No,No,No,No,No,Yes,9/26/1986,2.5,90.3,91.3,21.6,78.1,78.6,80.3,66,72.5,15.5,0,76,118,208,56.73,68.17,60.6,74.67,Worse Than National Rate,9,158,5.7,3.69,2.7,5.03,Same As National Rate
407024,METRO PAVIA AT HOME,ARECIBO,612,7878170498,PROPRIETARY,No,No,No,No,Yes,Yes,7/5/1988,4.5,98.4,99.7,17.3,90.6,93.2,95.1,100,98.1,19.3,0,99.2,36,42,85.71,93.46,80.27,102.02,Better Than National Rate,1,23,4.35,3.48,2.44,4.87,Same As National Rate
407027,ARECIBO MEDICAL HCP INC,ARECIBO,612,7878792955,PROPRIETARY,No,No,No,No,No,Yes,9/9/1996,3,96.8,100,22.1,68.7,79.5,74.5,99.2,68.1,10.1,2,99.4,67,85,78.82,85.02,75.51,92.67,Same As National Rate,4,64,6.25,3.72,2.66,5.24,Same As National Rate
407028,GEMINIS HOME CARE,COROZAL,783,7878595755,VOLUNTARY NON-PROFIT - PRIVATE,No,No,No,No,No,No,11/10/1998,4,63.8,100,43.3,93.7,98.8,92.8,,90.8,22.5,0.6,98.6,42,50,84,97.23,84.61,106.66,Better Than National Rate,1,48,2.08,3.35,2.32,4.76,Same As National Rate
407030,LUZ DE ESPERANZA HOME CARE INC,ALT DE LUCHETTI,674,7878547700,PROPRIETARY,Yes,No,No,No,No,No,9/28/2004,4.5,97.3,100,42.1,95.2,90.2,97.1,,80.7,,0,95.1,17,23,73.91,87.46,68.25,101.75,Same As National Rate,,18,,,,,Not Available
407031,PUERTO RICO HOME HEALTH,QUEBRADILLAS,678,7878194684,PROPRIETARY,No,No,No,No,No,No,8/25/2005,4.5,100,100,20.9,89.7,93,95.9,89.7,78.8,23.8,1.1,100,54,66,81.82,92.36,81.98,100.22,Better Than National Rate,5,53,9.43,3.8,2.69,5.14,Same As National Rate
407033,ANGELES VISITANTES HOME CARE,COTO LAUREL,780,7878378882,PROPRIETARY,No,Yes,No,No,No,No,9/25/2009,4.5,100,100,100,93.7,73.9,90.5,,90.2,,0,100,24,36,66.67,72.4,58.15,84.1,Same As National Rate,3,24,12.5,3.76,2.6,5.27,Same As National Rate
407035,NUEVA VIDA DE LA SALUD HOME CARE CORP,BAYAMON,959,7879155748,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,12/13/2013,3.5,73.2,99.7,20.2,82.9,90.8,91.2,84.2,74.8,,0,98.2,23,29,79.31,91.31,70.93,104.08,Same As National Rate,,10,,,,,Not Available
407036,CMS HOME CARE SUR LLC,COTO LAUREL,780,7872901100,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/21/2014,3.5,99.4,99.4,34.5,74.3,78.2,83.8,93,77.9,8.8,0.6,100,85,109,77.98,90.09,80.54,97.47,Better Than National Rate,1,40,2.5,3.42,2.39,4.91,Same As National Rate
407037,ADVANCED HOME CARE SERVICE WEST INC,BO PALMAS,962,7877832245,PROPRIETARY,Yes,No,No,No,No,No,10/30/2014,3.5,82,96.5,27.9,83.7,82.2,88.7,96.4,76.4,8.1,1.2,98,123,158,77.85,88.53,80.55,95.44,Better Than National Rate,2,66,3.03,3.39,2.39,4.84,Same As National Rate
407048,CMS HOME CARE METRO LLC,SAN JUAN,926,7877620889,PROPRIETARY,Yes,Yes,Yes,No,No,No,1/21/2016,4,99.8,97.5,42.9,88,92.6,90.4,95.5,76.9,20.1,1.2,97.1,102,131,77.86,85.5,77.41,93.11,Same As National Rate,3,73,4.11,3.55,2.46,5.01,Same As National Rate
407049,CMS HOME CARE OESTE LLC,MAYAGUEZ,680,7878332899,PROPRIETARY,Yes,No,No,No,No,No,1/26/2016,3.5,100,98.2,25.1,84.3,84.3,83.7,93.8,79.7,21.4,0.6,99.6,74,99,74.75,84.65,74.93,92.77,Same As National Rate,6,76,7.89,3.87,2.85,5.6,Same As National Rate
407050,HOME HEALTH LA MONSERRATE INC,SABANA GRANDE,637,7878735998,PROPRIETARY,Yes,Yes,No,No,No,No,7/13/2016,2.5,89.7,100,10.7,80.9,82.4,85.6,,56.8,,0,96.6,,,,,,,,,,,,,,
407051,BEST OPTION HEALTHCARE PUERTO RICO,SAN JUAN,909,7877236868,PROPRIETARY,No,No,No,No,Yes,Yes,11/29/2017,5,99.8,99.7,13.5,100,100,100,100,100,18,0.2,100,163,226,72.12,82.25,75.24,88.5,Same As National Rate,3,85,3.53,3.43,2.45,4.78,Same As National Rate
407052,CMS HOME CARE NORTE  LLC,ALT DE HATILLO,659,7876261861,VOLUNTARY NON-PROFIT - PRIVATE,Yes,No,Yes,No,No,No,10/5/2018,3.5,100,97.4,15,80.2,81.2,83.1,83.8,67.6,,1.4,99.6,,9,,,,,Not Available,,4,,,,,Not Available
407306,ST LUKES HCP,LARES,669,7878970444,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,No,Yes,No,No,Yes,Yes,1/17/1973,3.5,98.8,98.7,24,82.9,74.7,82.8,,90.4,,0,93.8,22,24,91.67,92.93,77.07,101.2,Same As National Rate,,12,,,,,Not Available
407308,ST LUKES  HOME HEALTH AGENCY BAYAMON,BAYAMON,958,7877996740,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,No,No,Yes,No,Yes,No,1/15/1973,3.5,73.9,89.9,20.1,89.3,88.1,88.2,100,79.5,17,0.1,49.7,114,154,74.03,80.82,73.67,87.84,Same As National Rate,6,92,6.52,3.71,2.67,5.06,Same As National Rate
407309,ST LUKES HCP,ARECIBO,613,7878785819,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,No,No,Yes,No,No,Yes,4/1/1973,4.5,94.3,83.4,27.3,89.7,86.9,92.8,100,77.4,10,0.5,54.6,63,84,75,81.87,71.77,90.09,Same As National Rate,2,53,3.77,3.49,2.54,4.9,Same As National Rate
407310,ST LUKES HCP,TRUJILLO ALTO,978,7877557805,VOLUNTARY NON-PROFIT - PRIVATE,Yes,Yes,Yes,Yes,Yes,Yes,8/1/1973,2.5,82.8,90.1,23.9,78.7,79.3,83.7,90.4,67.4,17.3,1.3,82.9,140,179,78.21,86.29,79.52,92.38,Better Than National Rate,2,88,2.27,3.29,2.38,4.59,Same As National Rate
407311,ST LUKES HCP,CAGUAS,726,7877434814,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,Yes,Yes,Yes,Yes,Yes,Yes,2/24/1976,3,79.5,89.8,21.5,85.4,76.9,84.8,100,69.4,20.2,0,71.2,149,197,75.63,83.47,76.64,89.25,Same As National Rate,5,100,5,3.57,2.51,5.13,Same As National Rate
407314,METRO PAVIA AT HOME MAYAGUEZ,BO LAVADERO,660,7873600561,PROPRIETARY,No,No,Yes,Yes,Yes,Yes,7/18/1978,4.5,98.8,98.8,18.3,94.5,85.4,94.3,85.4,94.7,,0.2,98.8,30,38,78.95,90.51,75.72,100.88,Same As National Rate,1,26,3.85,3.5,2.45,5.16,Same As National Rate
407320,ST LUKES HCP,MAYAGUEZ,682,7878338181,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,No,Yes,Yes,No,Yes,Yes,10/10/1978,3,62.9,90.9,14.3,83.8,82.6,80.5,97.9,61.3,15.6,0.5,72.3,99,128,77.34,85.97,78.73,92.37,Better Than National Rate,7,63,11.11,4.02,2.88,5.56,Same As National Rate
417000,VISITING NURSE HOME AND HOSPICE,PORTSMOUTH,2871,4016822100,VOLUNTARY NON-PROFIT - PRIVATE,Yes,Yes,Yes,Yes,Yes,Yes,7/1/1966,3,89.4,99.6,81.8,82.2,83.5,83.3,83.4,75.7,15.4,0.2,98.5,2683,3366,79.71,84.28,82.98,85.83,Better Than National Rate,60,2365,2.54,3.01,2.43,3.57,Same As National Rate
417003,HOPEHEALTH VISITING NURSE,LINCOLN,2865,4017695670,VOLUNTARY NON-PROFIT - OTHER,Yes,No,No,No,No,Yes,7/1/1966,3.5,94.5,99.9,81.4,85.6,85.8,84.8,85.8,78.2,16.4,0.1,95.3,2134,2407,88.66,95.44,94.22,96.9,Better Than National Rate,107,2153,4.97,4.04,3.42,4.68,Same As National Rate
417006,VNA OF CARE NEW ENGLAND,WARWICK,2886,4017376050,VOLUNTARY NON-PROFIT - PRIVATE,Yes,Yes,Yes,Yes,Yes,Yes,4/1/1971,4,99.8,99.9,83.1,85.3,85.8,85.6,95.9,81,16.4,0.3,93.7,2288,2833,80.76,86.27,84.72,88.06,Better Than National Rate,150,2313,6.49,5.07,4.45,5.83,Worse Than National Rate
417023,SOUTH COUNTY HOME HEALTH,NARRAGANSETT,2882,4017820500,VOLUNTARY NON-PROFIT - PRIVATE,No,No,Yes,Yes,Yes,No,1/1/1968,3.5,98.1,99.2,80.7,82.3,83.8,85.8,87.4,77.4,17,0.3,84.8,2684,3029,88.61,89.1,88.07,90.33,Better Than National Rate,126,2921,4.31,5.05,4.24,5.81,Worse Than National Rate
417029,PROSPECT CHARTERCARE HOME HEALTH AND HOSPICE  LLC,PROVIDENCE,2908,4014562273,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/5/1987,3,96,99.5,78.9,79.1,84.2,77.3,81.7,74.8,12.8,0,91,1049,1233,85.08,88.57,86.54,90.64,Better Than National Rate,30,881,3.41,3.53,2.72,4.43,Same As National Rate
417035,ASSISTED DAILY LIVING INC,WARWICK,2886,4017385470,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/7/1993,5,99.9,99.5,98.9,94.8,94.5,89.4,96.2,83.9,9.2,0,98.8,272,324,83.95,89.49,85.4,93.45,Better Than National Rate,18,336,5.36,3.86,2.87,5.03,Same As National Rate
417036,AMEDISYS HOME HEALTH CARE,WARWICK,2886,4012732280,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,8/31/1994,4,99.9,100,76.3,87.2,87,85.1,87,82.6,14.8,0.2,99.6,2225,2620,84.92,86.27,84.93,87.77,Better Than National Rate,27,2052,1.32,2.59,2.01,3.28,Better Than National Rate
417038,CATHLEEN NAUGHTON ASSOCIATES,WARWICK,2886,4017737401,VOLUNTARY NON PROFIT - RELIGIOUS AFFILIATION,Yes,Yes,Yes,No,Yes,Yes,1/1/1995,2.5,99.3,99.1,88,69.7,77.1,66.9,68.7,60.1,13.2,0,98.5,499,576,86.63,87.18,84.29,90.04,Better Than National Rate,9,495,1.82,3.28,2.41,4.57,Same As National Rate
417045,CAPITOL HOME CARE NETWORK  INC,PROVIDENCE,2907,4019410002,PROPRIETARY,Yes,No,Yes,No,Yes,No,8/28/1996,3,99.4,95.7,86.6,75.9,76.1,78.4,65.5,66.6,8.3,0,87.2,75,116,64.66,66.82,58.05,75.56,Worse Than National Rate,2,57,3.51,3.48,2.48,4.77,Same As National Rate
417049,CONCORD HEALTH SERVICES,CRANSTON,2910,4017258400,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,8/14/1997,3.5,99.8,100,97,80.7,85.6,73.2,96.6,76.6,15.7,0,99.8,1078,1512,71.3,75.2,72.9,77.82,Worse Than National Rate,13,649,2,2.73,2.09,3.64,Same As National Rate
417051,HOME CARE ADVANTAGE CHC,CRANSTON,2910,4017813400,PROPRIETARY,No,Yes,Yes,Yes,Yes,No,5/21/1998,3,91.4,83.8,75.4,82.2,71.6,86.5,76,78.7,16.3,0,90.9,97,194,50,54.19,46.79,60.87,Worse Than National Rate,3,76,3.95,3.53,2.55,4.89,Same As National Rate
417055,NURSING PLACEMENT HOME HEALTH CARE SERVICES,PAWTUCKET,2860,4017286500,PROPRIETARY,Yes,No,No,Yes,Yes,Yes,2/8/1999,3,98,96.4,98.4,79.2,81.6,81.3,81.7,75.1,16.7,0.6,92.9,446,575,77.57,82.07,78.91,85.69,Better Than National Rate,18,434,4.15,3.59,2.67,4.72,Same As National Rate
417057,BAYADA HOME HEALTH CARE INC,PROVIDENCE,2903,4012731112,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,10/4/2001,4.5,97.8,99.9,79.8,95.9,93.5,94.3,80.6,85.3,14.2,0.3,99.6,529,645,82.02,88.19,85.09,91.17,Better Than National Rate,20,544,3.68,3.72,2.8,4.82,Same As National Rate
417058,LIFE CARE AT HOME,CRANSTON,2920,4013832250,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,1/8/2003,3,100,96.5,91.8,83.4,83.1,72.2,82.5,78.5,17.5,0,98.8,197,251,78.49,83.39,78.11,88.54,Same As National Rate,5,141,3.55,3.58,2.54,4.92,Same As National Rate
417059,NURSE ON CALL,LINCOLN,2865,4017267744,PROPRIETARY,No,Yes,Yes,Yes,Yes,Yes,5/25/2004,5,99.5,99.8,88.7,100,100,100,95.4,99.8,17.5,0.3,93.5,894,1117,80.04,86.1,83.67,88.77,Better Than National Rate,13,386,3.37,3.4,2.44,4.5,Same As National Rate
417061,INDEPENDENCE HEALTH SERVICES LLC,PROVIDENCE,2907,4014378337,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,9/14/2009,,,,,,,,,,,,,26,43,60.47,63.86,48.76,75.93,Worse Than National Rate,,9,,,,,Not Available
417063,CEDAR HOME HEALTH  LLC,CRANSTON,2921,4019445162,PROPRIETARY,Yes,Yes,Yes,No,No,Yes,11/18/2010,3.5,99.8,100,77.8,86.2,86.2,84.8,86.6,82.4,20.4,0,99.5,438,505,86.73,90.4,87.21,93.33,Better Than National Rate,19,436,4.36,3.9,3,5.12,Same As National Rate
417064,ENCOMPASS HEALTH HOME HEALTH,WARWICK,2886,4014310200,PROPRIETARY,Yes,Yes,Yes,No,Yes,Yes,12/6/2010,3.5,98.7,99.4,84.8,81.8,85.2,88,85.8,80.2,19.4,0,98.4,708,898,78.84,83.42,80.77,86.14,Better Than National Rate,23,668,3.44,3.53,2.71,4.49,Same As National Rate
417065,DEPENDABLE HEALTHCARE SERVICES LLC,WYOMING,2898,4014919003,PROPRIETARY,Yes,Yes,No,No,Yes,Yes,1/25/2011,,,,,,,,,,,,,,15,,,,,Not Available,,9,,,,,Not Available
417066,PINNACLE HOME CARE LLC,WARWICK,2886,4019213133,PROPRIETARY,Yes,No,No,No,Yes,Yes,3/6/2012,2.5,90.7,89,69.5,76.2,79.2,73.7,72.3,66.6,15.5,0,92.2,223,285,78.25,84.5,79.7,89.04,Better Than National Rate,3,177,1.69,3.19,2.32,4.41,Same As National Rate
417067,MAXIM HEALTHCARE SERVICES  INC,PROVIDENCE,2903,4017516333,PROPRIETARY,Yes,No,No,No,No,Yes,7/25/2011,,,,,,,,,,,,,,,,,,,,,,,,,,
417069,LIFETIME MEDICAL SUPPORT SERVICES,PAWTUCKET,2860,4013333333,PROPRIETARY,Yes,No,No,No,No,Yes,1/14/2013,,,,,,,,,,,,,,2,,,,,Not Available,,2,,,,,Not Available
417070,ELMWOOD HOME CARE  INC,PROVIDENCE,2905,4019411347,PROPRIETARY,Yes,No,Yes,No,Yes,Yes,6/7/2018,2.5,97.2,99.4,76.7,74.5,83.9,79.8,78.6,72.1,16.8,0.5,96.6,122,155,78.71,90.12,83.09,96.74,Better Than National Rate,2,71,2.82,3.4,2.35,4.81,Same As National Rate
417071,PATHWAYS HEALTHCARE  LLC,CRANSTON,2920,6174819077,PROPRIETARY,Yes,Yes,Yes,Yes,No,No,11/20/2019,3.5,97.6,97.9,88.5,78.6,83.1,88.8,85.1,85.9,,0,95.2,,,,,,,,,,,,,,
417072,OCEAN STATE HOME HEALTH CARE INC,WARWICK,2889,4017382560,PROPRIETARY,Yes,No,No,No,No,Yes,8/13/2020,,,,,,,,,,,,,,,,,,,,,,,,,,
427004,MUSC HEALTH AT HOME  BY BAYADA- CHARLESTON,MOUNT PLEASANT,29464,8435765378,VOLUNTARY NON-PROFIT - OTHER,Yes,Yes,Yes,Yes,Yes,Yes,10/1/1975,4,99,99.9,66.7,89.5,87.8,90.2,84.2,83.3,14.3,0.3,97.4,1107,1301,85.09,90.69,88.84,92.9,Better Than National Rate,17,903,1.88,2.86,2.19,3.75,Same As National Rate
427005,AMEDISYS HOME HEALTH OF CHARLESTON,NORTH CHARLESTON,29406,8435531263,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,1/20/1977,4,100,99.9,69.3,86.3,88.9,89.2,90,82.5,16.8,0,98.1,2461,3064,80.32,87.09,85.8,88.87,Better Than National Rate,73,2152,3.39,3.43,2.8,4.09,Same As National Rate
427009,INTREPID USA HEALTHCARE SERVICES,N CHARLESTON,29406,8437662929,PROPRIETARY,Yes,Yes,Yes,Yes,Yes,Yes,7/27/1979,3,99.8,99.5,78.2,74.1,78.5,75.6,74.4,72.5,14.5,1,98.8,1636,2038,80.27,85.53,83.74,87.49,Better Than National Rate,25,1033,2.42,2.98,2.31,3.85,Same As National Rate
427010,TRI COUNTY HOME HEALTH,IRMO,29063,8035617680,PROPRIETARY,No,No,Yes,Yes,Yes,Yes,8/3/1979,2.5,95.8,96.7,73.3,73.3,78.8,76.8,73.9,68.6,15.9,0.2,96.4,3677,4427,83.06,86.53,85.51,87.88,Better Than National Rate,125,3180,3.93,4.34,3.66,5.07,Worse Than National Rate
